Orthogroup	Duplications (all)	Duplications (50% support)
OG0004454	1	1
OG0004455	1	1
OG0004456	1	1
OG0004457	1	1
OG0004458	1	0
OG0004459	1	1
OG0004460	1	1
OG0004461	1	1
OG0004462	1	1
OG0004463	1	1
OG0004464	1	0
OG0004465	2	2
OG0004466	1	1
OG0004467	2	2
OG0004468	1	0
OG0004469	1	1
OG0004470	2	2
OG0004471	1	1
OG0004472	2	2
OG0004473	1	1
OG0004474	1	1
OG0004475	1	0
OG0004476	1	1
OG0004477	1	1
OG0004478	1	1
OG0004479	2	2
OG0004480	1	1
OG0004481	1	1
OG0004482	1	1
OG0004483	1	0
OG0004484	1	1
OG0004485	1	1
OG0004486	1	1
OG0004487	1	1
OG0004488	1	1
OG0004489	1	1
OG0004490	1	1
OG0004491	1	1
OG0004492	1	1
OG0004493	1	1
OG0004494	0	0
OG0004495	1	1
OG0004496	1	1
OG0004497	1	1
OG0004498	1	1
OG0004499	1	1
OG0004500	1	0
OG0004501	1	0
OG0004502	1	1
OG0004503	1	1
OG0004504	1	1
OG0004505	2	2
OG0004506	5	5
OG0004507	1	1
OG0004508	1	1
OG0004509	1	1
OG0004510	1	1
OG0004511	1	0
OG0004512	1	0
OG0004513	1	1
OG0004514	1	1
OG0004515	2	2
OG0004516	3	2
OG0004517	1	1
OG0004518	1	0
OG0004519	1	0
OG0004520	1	1
OG0004521	1	1
OG0004522	1	1
OG0004523	1	1
OG0004524	1	1
OG0004525	1	0
OG0004526	1	1
OG0004527	1	1
OG0004528	1	1
OG0004529	0	0
OG0004530	1	1
OG0004531	1	1
OG0004532	3	1
OG0004533	1	0
OG0004534	1	0
OG0004535	2	2
OG0004536	1	1
OG0004537	1	0
OG0004538	1	1
OG0004539	1	1
OG0004540	1	1
OG0004541	1	1
OG0004542	2	2
OG0004543	1	1
OG0004544	1	1
OG0004545	1	1
OG0004546	1	1
OG0004547	1	1
OG0004548	1	1
OG0004549	1	1
OG0004550	2	2
OG0004551	1	1
OG0004552	1	1
OG0004553	1	1
OG0004554	1	1
OG0004555	1	1
OG0004556	1	1
OG0004557	1	0
OG0004558	1	1
OG0004559	1	1
OG0004560	1	0
OG0004561	1	1
OG0004562	1	1
OG0004563	1	1
OG0004564	1	1
OG0004565	1	1
OG0004566	1	1
OG0004567	1	1
OG0004568	1	1
OG0004569	2	2
OG0004570	1	1
OG0004571	1	1
OG0004572	1	0
OG0004573	1	1
OG0004574	1	1
OG0004575	2	2
OG0004576	1	1
OG0004577	1	0
OG0004578	1	1
OG0004579	1	1
OG0004580	2	2
OG0004581	0	0
OG0004582	1	1
OG0004583	0	0
OG0004584	1	1
OG0004585	1	1
OG0004586	1	1
OG0004587	1	1
OG0004588	1	1
OG0004589	2	2
OG0004590	1	1
OG0004591	1	1
OG0004592	1	1
OG0004593	1	1
OG0004594	1	1
OG0004595	1	1
OG0004596	1	1
OG0004597	1	0
OG0004598	2	2
OG0004599	1	1
OG0004600	1	1
OG0004601	1	1
OG0004602	2	2
OG0004603	2	2
OG0004604	1	1
OG0004605	1	1
OG0004606	1	1
OG0004607	1	1
OG0004608	1	1
OG0004609	1	1
OG0004610	1	1
OG0004611	1	1
OG0004612	1	1
OG0004613	1	1
OG0004614	0	0
OG0004615	1	0
OG0004616	1	1
OG0004617	1	1
OG0004618	1	1
OG0004619	1	1
OG0004620	1	1
OG0004621	1	1
OG0004622	2	2
OG0004623	1	1
OG0004624	1	1
OG0004625	1	0
OG0004626	1	1
OG0004627	1	1
OG0004628	0	0
OG0004629	0	0
OG0004630	1	1
OG0004631	1	1
OG0004632	1	1
OG0004633	1	1
OG0004634	1	1
OG0004635	2	2
OG0004636	1	1
OG0004637	1	1
OG0004638	1	1
OG0004639	2	2
OG0004640	1	1
OG0004641	1	1
OG0004642	1	1
OG0004643	1	1
OG0004644	1	0
OG0004645	1	1
OG0004646	1	1
OG0004647	1	1
OG0004648	1	0
OG0004649	1	1
OG0004650	0	0
OG0004651	1	1
OG0004652	1	1
OG0004653	1	1
OG0004654	1	1
OG0004655	1	1
OG0004656	1	1
OG0004657	1	1
OG0004658	1	1
OG0004659	1	1
OG0004660	1	1
OG0004661	1	0
OG0004662	1	1
OG0004663	2	1
OG0004664	0	0
OG0004665	1	1
OG0004666	1	1
OG0004667	1	0
OG0004668	1	1
OG0004669	1	1
OG0004670	1	1
OG0004671	1	1
OG0004672	1	1
OG0004673	1	1
OG0004674	1	1
OG0004675	0	0
OG0004676	1	0
OG0004677	1	1
OG0004678	1	1
OG0004679	1	1
OG0004680	1	1
OG0004681	1	1
OG0004682	1	1
OG0004683	1	1
OG0004684	1	1
OG0004685	1	0
OG0004686	1	1
OG0004687	1	1
OG0004688	1	1
OG0004689	1	1
OG0004690	1	1
OG0004691	1	1
OG0004692	1	1
OG0004693	2	2
OG0004694	1	0
OG0004695	1	1
OG0004696	1	1
OG0004697	1	1
OG0004698	1	1
OG0004699	1	1
OG0004700	1	1
OG0004701	1	1
OG0004702	1	1
OG0004703	1	1
OG0004704	1	1
OG0004705	1	1
OG0004706	1	1
OG0004707	2	2
OG0004708	1	1
OG0004709	1	1
OG0004710	1	0
OG0004711	1	1
OG0004712	1	1
OG0004713	1	1
OG0004714	1	1
OG0004715	1	1
OG0004716	1	0
OG0004717	1	1
OG0004718	1	0
OG0004719	1	1
OG0004720	1	0
OG0004721	1	0
OG0004722	1	1
OG0004723	2	1
OG0004724	2	2
OG0004725	1	1
OG0004726	1	0
OG0004727	1	0
OG0004728	1	1
OG0004729	1	1
OG0004730	1	1
OG0004731	1	1
OG0004732	1	1
OG0004733	0	0
OG0004734	1	1
OG0004735	1	1
OG0004736	1	0
OG0004737	1	1
OG0004738	1	1
OG0004739	1	1
OG0004740	1	1
OG0004741	2	1
OG0004742	1	1
OG0004743	1	1
OG0004744	1	0
OG0004745	2	2
OG0004746	1	1
OG0004747	1	1
OG0004748	1	0
OG0004749	1	1
OG0004750	1	1
OG0004751	1	0
OG0004752	1	1
OG0004753	1	0
OG0004754	1	1
OG0004755	1	1
OG0004756	1	1
OG0004757	1	0
OG0004758	1	1
OG0004759	1	1
OG0004760	0	0
OG0004761	1	1
OG0004762	1	1
OG0004763	1	1
OG0004764	1	1
OG0004765	1	1
OG0004766	1	1
OG0004767	1	1
OG0004768	1	1
OG0004769	1	1
OG0004770	1	1
OG0004771	1	1
OG0004772	1	1
OG0004773	1	1
OG0004774	1	1
OG0004775	1	1
OG0004776	1	1
OG0004777	1	1
OG0004778	1	1
OG0004779	1	1
OG0004780	1	1
OG0004781	1	1
OG0004782	1	1
OG0004783	1	1
OG0004784	0	0
OG0004785	1	1
OG0004786	1	1
OG0004787	1	1
OG0004788	2	2
OG0004789	5	5
OG0004790	1	1
OG0004791	1	1
OG0004792	2	2
OG0004793	1	1
OG0004794	1	1
OG0004795	1	0
OG0004796	1	1
OG0004797	0	0
OG0004798	1	1
OG0004799	1	1
OG0004800	1	1
OG0004801	1	1
OG0004802	1	1
OG0004803	1	1
OG0004804	1	1
OG0004805	1	1
OG0004806	1	1
OG0004807	1	1
OG0004808	1	1
OG0004809	1	0
OG0004810	1	1
OG0004811	1	0
OG0004812	1	1
OG0004813	1	1
OG0004814	0	0
OG0004815	1	1
OG0004816	1	1
OG0004817	1	0
OG0004818	1	0
OG0004819	0	0
OG0004820	2	1
OG0004821	2	2
OG0004822	1	0
OG0004823	1	1
OG0004824	1	1
OG0004825	1	1
OG0004826	1	1
OG0004827	1	1
OG0004828	1	1
OG0004829	1	1
OG0004830	0	0
OG0004831	1	1
OG0004832	1	1
OG0004833	1	1
OG0004834	1	1
OG0004835	2	2
OG0004836	1	0
OG0004837	1	0
OG0004838	0	0
OG0004839	1	1
OG0004840	1	0
OG0004841	1	1
OG0004842	1	1
OG0004843	2	2
OG0004844	1	1
OG0004845	1	1
OG0004846	1	1
OG0004847	1	1
OG0004848	1	1
OG0004849	1	1
OG0004850	1	1
OG0004851	2	1
OG0004852	1	1
OG0004853	1	1
OG0004854	1	1
OG0004855	1	1
OG0004856	1	1
OG0004857	1	1
OG0004858	1	1
OG0004859	0	0
OG0004860	1	1
OG0004861	1	1
OG0004862	1	1
OG0004863	1	1
OG0004864	1	1
OG0004865	1	1
OG0004866	1	0
OG0004867	1	0
OG0004868	1	1
OG0004869	2	2
OG0004870	1	1
OG0004871	1	1
OG0004872	1	1
OG0004873	1	0
OG0004874	1	1
OG0004875	1	1
OG0004876	1	1
OG0004877	1	1
OG0004878	1	1
OG0004879	1	1
OG0004880	0	0
OG0004881	1	1
OG0004882	2	2
OG0004883	1	1
OG0004884	1	1
OG0004885	1	1
OG0004886	1	1
OG0004887	1	1
OG0004888	1	1
OG0004889	1	1
OG0004890	1	1
OG0004891	1	1
OG0004892	1	1
OG0004893	1	1
OG0004894	1	1
OG0004895	1	1
OG0004896	1	1
OG0004897	1	1
OG0004898	1	1
OG0004899	1	1
OG0004900	1	1
OG0004901	1	1
OG0004902	1	1
OG0004903	1	1
OG0004904	3	2
OG0004905	0	0
OG0004906	1	0
OG0004907	1	1
OG0004908	1	1
OG0004909	1	1
OG0004910	1	1
OG0004911	1	1
OG0004912	1	1
OG0004913	1	1
OG0004914	1	1
OG0004915	0	0
OG0004916	1	0
OG0004917	1	1
OG0004918	2	2
OG0004919	1	1
OG0004920	1	0
OG0004921	1	0
OG0004922	1	1
OG0004923	1	0
OG0004924	1	1
OG0004925	1	1
OG0004926	1	1
OG0004927	0	0
OG0004928	1	1
OG0004929	1	1
OG0004930	0	0
OG0004931	1	1
OG0004932	1	1
OG0004933	1	1
OG0004934	1	1
OG0004935	1	1
OG0004936	1	0
OG0004937	0	0
OG0004938	1	1
OG0004939	1	1
OG0004940	1	1
OG0004941	1	1
OG0004942	1	1
OG0004943	1	1
OG0004944	1	1
OG0004945	1	1
OG0004946	2	1
OG0004947	2	1
OG0004948	1	1
OG0004949	1	1
OG0004950	1	1
OG0004951	2	2
OG0004952	1	1
OG0004953	2	2
OG0004954	1	1
OG0004955	3	3
OG0004956	1	1
OG0004957	1	1
OG0004958	1	1
OG0004959	1	1
OG0004960	2	2
OG0004961	1	1
OG0004962	1	0
OG0004963	1	1
OG0004964	1	1
OG0004965	1	1
OG0004966	1	1
OG0004967	1	1
OG0004968	1	1
OG0004969	1	1
OG0004970	1	1
OG0004971	2	2
OG0004972	1	1
OG0004973	1	1
OG0004974	2	1
OG0004975	2	2
OG0004976	1	1
OG0004977	1	1
OG0004978	1	1
OG0004979	1	1
OG0004980	1	1
OG0004981	1	1
OG0004982	1	1
OG0004983	1	1
OG0004984	1	1
OG0004985	1	0
OG0004986	1	1
OG0004987	1	1
OG0004988	1	1
OG0004989	1	1
OG0004990	1	1
OG0004991	1	1
OG0004992	1	1
OG0004993	1	1
OG0004994	1	1
OG0004995	1	1
OG0004996	1	1
OG0004997	1	1
OG0004998	1	1
OG0004999	1	1
OG0005000	1	1
OG0005001	1	1
OG0005002	1	1
OG0005003	1	1
OG0005004	1	1
OG0005005	1	1
OG0005006	1	1
OG0005007	1	1
OG0005008	1	1
OG0005009	1	1
OG0005010	2	2
OG0005011	1	1
OG0005012	1	1
OG0005013	1	1
OG0005014	1	1
OG0005015	1	1
OG0005016	2	2
OG0005017	1	1
OG0005018	1	1
OG0005019	3	3
OG0005020	1	1
OG0005021	1	1
OG0005022	1	1
OG0005023	1	1
OG0005024	1	0
OG0005025	2	1
OG0005026	1	1
OG0005027	1	1
OG0005028	1	1
OG0005029	1	1
OG0005030	1	1
OG0005031	1	0
OG0005032	1	0
OG0005033	1	0
OG0005034	1	0
OG0005035	1	0
OG0005036	1	1
OG0005037	1	1
OG0005038	1	0
OG0005039	2	2
OG0005040	1	1
OG0005041	1	0
OG0005042	1	1
OG0005043	1	0
OG0005044	1	1
OG0005045	1	1
OG0005046	2	1
OG0005047	1	1
OG0005048	1	0
OG0005049	1	1
OG0005050	1	1
OG0005051	2	2
OG0005052	2	2
OG0005053	1	1
OG0005054	1	1
OG0005055	1	1
OG0005056	1	1
OG0005057	1	1
OG0005058	2	1
OG0005059	1	1
OG0005060	2	0
OG0005061	1	1
OG0005062	1	1
OG0005063	1	1
OG0005064	0	0
OG0005065	1	1
OG0005066	0	0
OG0005067	1	1
OG0005068	0	0
OG0005069	1	0
OG0005070	1	1
OG0005071	1	0
OG0005072	1	1
OG0005073	1	1
OG0005074	1	1
OG0005075	1	1
OG0005076	1	1
OG0005077	1	0
OG0005078	1	1
OG0005079	1	1
OG0005080	8	8
OG0005081	1	1
OG0005082	1	1
OG0005083	1	1
OG0005084	1	1
OG0005085	1	1
OG0005086	1	1
OG0005087	1	1
OG0005088	2	2
OG0005089	1	1
OG0005090	1	1
OG0005091	1	1
OG0005092	2	2
OG0005093	1	1
OG0005094	1	1
OG0005095	1	0
OG0005096	1	1
OG0005097	1	1
OG0005098	1	1
OG0005099	1	1
OG0005100	1	1
OG0005101	1	1
OG0005102	1	1
OG0005103	1	0
OG0005104	2	2
OG0005105	1	1
OG0005106	1	1
OG0005107	1	1
OG0005108	1	1
OG0005109	1	1
OG0005110	1	0
OG0005111	0	0
OG0005112	1	0
OG0005113	1	1
OG0005114	1	1
OG0005115	1	1
OG0005116	1	1
OG0005117	1	1
OG0005118	1	1
OG0005119	1	1
OG0005120	1	0
OG0005121	2	2
OG0005122	1	1
OG0005123	1	1
OG0005124	1	1
OG0005125	1	1
OG0005126	1	1
OG0005127	2	2
OG0005128	0	0
OG0005129	2	2
OG0005130	1	1
OG0005131	1	1
OG0005132	1	1
OG0005133	1	1
OG0005134	1	1
OG0005135	1	1
OG0005136	1	1
OG0005137	1	1
OG0005138	1	1
OG0005139	1	1
OG0005140	1	1
OG0005141	1	1
OG0005142	0	0
OG0005143	1	1
OG0005144	1	1
OG0005145	1	1
OG0005146	1	0
OG0005147	1	1
OG0005148	1	1
OG0005149	1	1
OG0005150	1	1
OG0005151	1	1
OG0005152	1	1
OG0005153	1	1
OG0005154	1	1
OG0005155	1	1
OG0005156	1	0
OG0005157	1	1
OG0005158	1	1
OG0005159	1	1
OG0005160	0	0
OG0005161	1	1
OG0005162	2	2
OG0005163	1	1
OG0005164	1	0
OG0005165	1	1
OG0005166	1	1
OG0005167	1	1
OG0005168	1	1
OG0005169	1	1
OG0005170	2	2
OG0005171	1	1
OG0005172	1	1
OG0005173	1	1
OG0005174	0	0
OG0005175	1	1
OG0005176	2	2
OG0005177	1	1
OG0005178	1	1
OG0005179	0	0
OG0005180	0	0
OG0005181	1	1
OG0005182	2	1
OG0005183	1	1
OG0005184	1	1
OG0005185	1	1
OG0005186	0	0
OG0005187	1	1
OG0005188	0	0
OG0005189	1	1
OG0005190	1	1
OG0005191	1	0
OG0005192	1	1
OG0005193	2	2
OG0005194	2	2
OG0005195	2	1
OG0005196	1	1
OG0005197	1	1
OG0005198	1	1
OG0005199	1	1
OG0005200	2	2
OG0005201	1	1
OG0005202	1	1
OG0005203	1	1
OG0005204	1	1
OG0005205	1	1
OG0005206	1	1
OG0005207	1	1
OG0005208	1	1
OG0005209	2	2
OG0005210	2	2
OG0005211	1	1
OG0005212	1	1
OG0005213	1	1
OG0005214	1	1
OG0005215	1	1
OG0005216	1	1
OG0005217	1	1
OG0005218	1	1
OG0005219	1	1
OG0005220	1	1
OG0005221	1	1
OG0005222	1	1
OG0005223	1	1
OG0005224	1	1
OG0005225	5	5
OG0005226	2	2
OG0005227	4	4
OG0005228	2	1
OG0005229	3	2
OG0005230	2	2
OG0005231	35	35
OG0005232	5	4
OG0005233	27	27
OG0005234	0	0
OG0005235	0	0
OG0005236	0	0
OG0005237	0	0
OG0005238	0	0
OG0005239	0	0
OG0005240	0	0
OG0005241	0	0
OG0005242	0	0
OG0005243	0	0
OG0005244	0	0
OG0005245	0	0
OG0005246	0	0
OG0005247	0	0
OG0005248	0	0
OG0005249	0	0
OG0005250	0	0
OG0005251	0	0
OG0005252	0	0
OG0005253	0	0
OG0005254	0	0
OG0005255	0	0
OG0005256	0	0
OG0005257	0	0
OG0005258	0	0
OG0005259	0	0
OG0005260	0	0
OG0005261	0	0
OG0005262	0	0
OG0005263	0	0
OG0005264	1	1
OG0005265	1	1
OG0005266	0	0
OG0005267	1	1
OG0005268	0	0
OG0005269	0	0
OG0005270	0	0
OG0005271	1	0
OG0005272	0	0
OG0005273	0	0
OG0005274	0	0
OG0005275	0	0
OG0005276	0	0
OG0005277	0	0
OG0005278	0	0
OG0005279	0	0
OG0005280	0	0
OG0005281	0	0
OG0005282	0	0
OG0005283	0	0
OG0005284	0	0
OG0005285	0	0
OG0005286	0	0
OG0005287	0	0
OG0005288	0	0
OG0005289	0	0
OG0005290	0	0
OG0005291	0	0
OG0005292	0	0
OG0005293	0	0
OG0005294	0	0
OG0005295	0	0
OG0005296	0	0
OG0005297	0	0
OG0005298	1	1
OG0005299	1	1
OG0005300	0	0
OG0005301	3	3
OG0005302	0	0
OG0005303	2	2
OG0005304	0	0
OG0005305	0	0
OG0005306	0	0
OG0005307	0	0
OG0005308	0	0
OG0005309	0	0
OG0005310	0	0
OG0005311	0	0
OG0005312	0	0
OG0005313	0	0
OG0005314	0	0
OG0005315	0	0
OG0005316	0	0
OG0005317	0	0
OG0005318	0	0
OG0005319	0	0
OG0005320	0	0
OG0005321	1	1
OG0005322	1	0
OG0005323	0	0
OG0005324	0	0
OG0005325	0	0
OG0005326	1	1
OG0005327	0	0
OG0005328	0	0
OG0005329	0	0
OG0005330	0	0
OG0005331	0	0
OG0005332	0	0
OG0005333	0	0
OG0005334	1	1
OG0005335	0	0
OG0005336	0	0
OG0005337	0	0
OG0005338	0	0
OG0005339	1	1
OG0005340	0	0
OG0005341	0	0
OG0005342	0	0
OG0005343	0	0
OG0005344	0	0
OG0005345	0	0
OG0005346	0	0
OG0005347	0	0
OG0005348	0	0
OG0005349	1	1
OG0005350	0	0
OG0005351	0	0
OG0005352	0	0
OG0005353	0	0
OG0005354	0	0
OG0005355	0	0
OG0005356	0	0
OG0005357	0	0
OG0005358	1	1
OG0005359	1	1
OG0005360	1	0
OG0005361	1	1
OG0005362	2	2
OG0005363	0	0
OG0005364	1	1
OG0005365	1	1
OG0005366	2	0
OG0005367	1	1
OG0005368	1	1
OG0005369	1	1
OG0005370	1	0
OG0005371	0	0
OG0005372	0	0
OG0005373	0	0
OG0005374	0	0
OG0005375	0	0
OG0005376	0	0
OG0005377	0	0
OG0005378	0	0
OG0005379	0	0
OG0005380	0	0
OG0005381	0	0
OG0005382	0	0
OG0005383	0	0
OG0005384	0	0
OG0005385	1	1
OG0005386	0	0
OG0005387	1	0
OG0005388	1	1
OG0005389	0	0
OG0005390	0	0
OG0005391	1	1
OG0005392	1	1
OG0005393	0	0
OG0005394	0	0
OG0005395	0	0
OG0005396	0	0
OG0005397	0	0
OG0005398	0	0
OG0005399	0	0
OG0005400	1	1
OG0005401	0	0
OG0005402	0	0
OG0005403	0	0
OG0005404	0	0
OG0005405	0	0
OG0005406	0	0
OG0005407	1	1
OG0005408	0	0
OG0005409	0	0
OG0005410	0	0
OG0005411	0	0
OG0005412	0	0
OG0005413	1	1
OG0005414	1	1
OG0005415	0	0
OG0005416	0	0
OG0005417	0	0
OG0005418	0	0
OG0005419	0	0
OG0005420	0	0
OG0005421	0	0
OG0005422	0	0
OG0005423	0	0
OG0005424	0	0
OG0005425	5	4
OG0005426	0	0
OG0005427	2	0
OG0005428	0	0
OG0005429	4	4
OG0005430	0	0
OG0005431	0	0
OG0005432	0	0
OG0005433	0	0
OG0005434	0	0
OG0005435	0	0
OG0005436	0	0
OG0005437	0	0
OG0005438	0	0
OG0005439	0	0
OG0005440	0	0
OG0005441	0	0
OG0005442	1	0
OG0005443	1	1
OG0005444	1	1
OG0005445	0	0
OG0005446	0	0
OG0005447	0	0
OG0005448	0	0
OG0005449	0	0
OG0005450	1	0
OG0005451	0	0
OG0005452	2	1
OG0005453	0	0
OG0005454	0	0
OG0005455	1	1
OG0005456	0	0
OG0005457	0	0
OG0005458	2	1
OG0005459	0	0
OG0005460	1	1
OG0005461	1	1
OG0005462	1	0
OG0005463	0	0
OG0005464	0	0
OG0005465	20	18
OG0005466	2	2
OG0005467	0	0
OG0005468	0	0
OG0005469	0	0
OG0005470	0	0
OG0005471	0	0
OG0005472	2	2
OG0005473	0	0
OG0005474	0	0
OG0005475	0	0
OG0005476	0	0
OG0005477	0	0
OG0005478	0	0
OG0005479	0	0
OG0005480	0	0
OG0005481	0	0
OG0005482	0	0
OG0005483	0	0
OG0005484	0	0
OG0005485	0	0
OG0005486	21	19
OG0005487	0	0
OG0005488	0	0
OG0005489	0	0
OG0005490	0	0
OG0005491	0	0
OG0005492	0	0
OG0005493	0	0
OG0005494	0	0
OG0005495	0	0
OG0005496	0	0
OG0005497	0	0
OG0005498	1	1
OG0005499	1	1
OG0005500	3	3
OG0005501	1	1
OG0005502	0	0
OG0005503	0	0
OG0005504	0	0
OG0005505	0	0
OG0005506	3	3
OG0005507	1	1
OG0005508	0	0
OG0005509	0	0
OG0005510	1	1
OG0005511	1	1
OG0005512	0	0
OG0005513	0	0
OG0005514	0	0
OG0005515	1	1
OG0005516	0	0
OG0005517	1	1
OG0005518	1	1
OG0005519	1	1
OG0005520	1	1
OG0005521	2	2
OG0005522	2	2
OG0005523	0	0
OG0005524	0	0
OG0005525	0	0
OG0005526	1	1
OG0005527	1	1
OG0005528	2	2
OG0005529	1	1
OG0005530	1	1
OG0005531	3	3
OG0005532	0	0
OG0005533	1	1
OG0005534	0	0
OG0005535	0	0
OG0005536	1	1
OG0005537	1	1
OG0005538	1	0
OG0005539	1	1
OG0005540	1	1
OG0005541	0	0
OG0005542	0	0
OG0005543	0	0
OG0005544	0	0
OG0005545	0	0
OG0005546	0	0
OG0005547	0	0
OG0005548	0	0
OG0005549	0	0
OG0005550	0	0
OG0005551	0	0
OG0005552	0	0
OG0005553	0	0
OG0005554	0	0
OG0005555	0	0
OG0005556	0	0
OG0005557	1	1
OG0005558	0	0
OG0005559	0	0
OG0005560	0	0
OG0005561	0	0
OG0005562	0	0
OG0005563	0	0
OG0005564	0	0
OG0005565	0	0
OG0005566	0	0
OG0005567	0	0
OG0005568	0	0
OG0005569	0	0
OG0005570	0	0
OG0005571	0	0
OG0005572	0	0
OG0005573	1	1
OG0005574	0	0
OG0005575	0	0
OG0005576	0	0
OG0005577	0	0
OG0005578	0	0
OG0005579	0	0
OG0005580	0	0
OG0005581	0	0
OG0005582	0	0
OG0005583	1	1
OG0005584	0	0
OG0005585	0	0
OG0005586	0	0
OG0005587	0	0
OG0005588	0	0
OG0005589	0	0
OG0005590	0	0
OG0005591	0	0
OG0005592	0	0
OG0005593	1	1
OG0005594	0	0
OG0005595	2	2
OG0005596	0	0
OG0005597	1	1
OG0005598	1	0
OG0005599	1	1
OG0005600	1	1
OG0005601	1	1
OG0005602	1	1
OG0005603	0	0
OG0005604	0	0
OG0005605	0	0
OG0005606	0	0
OG0005607	2	1
OG0005608	1	1
OG0005609	1	0
OG0005610	1	1
OG0005611	1	1
OG0005612	1	1
OG0005613	1	1
OG0005614	1	0
OG0005615	1	0
OG0005616	1	1
OG0005617	1	1
OG0005618	2	2
OG0005619	1	1
OG0005620	1	1
OG0005621	2	1
OG0005622	1	1
OG0005623	1	1
OG0005624	1	1
OG0005625	0	0
OG0005626	0	0
OG0005627	0	0
OG0005628	0	0
OG0005629	0	0
OG0005630	0	0
OG0005631	0	0
OG0005632	0	0
OG0005633	0	0
OG0005634	0	0
OG0005635	0	0
OG0005636	0	0
OG0005637	0	0
OG0005638	0	0
OG0005639	0	0
OG0005640	0	0
OG0005641	0	0
OG0005642	0	0
OG0005643	0	0
OG0005644	0	0
OG0005645	0	0
OG0005646	2	1
OG0005647	0	0
OG0005648	1	1
OG0005649	1	1
OG0005650	0	0
OG0005651	0	0
OG0005652	0	0
OG0005653	0	0
OG0005654	0	0
OG0005655	0	0
OG0005656	0	0
OG0005657	1	1
OG0005658	1	1
OG0005659	1	1
OG0005660	0	0
OG0005661	0	0
OG0005662	2	1
OG0005663	0	0
OG0005664	0	0
OG0005665	0	0
OG0005666	0	0
OG0005667	0	0
OG0005668	0	0
OG0005669	0	0
OG0005670	1	1
OG0005671	0	0
OG0005672	0	0
OG0005673	0	0
OG0005674	0	0
OG0005675	0	0
OG0005676	0	0
OG0005677	0	0
OG0005678	0	0
OG0005679	0	0
OG0005680	0	0
OG0005681	0	0
OG0005682	0	0
OG0005683	0	0
OG0005684	0	0
OG0005685	0	0
OG0005686	0	0
OG0005687	0	0
OG0005688	0	0
OG0005689	0	0
OG0005690	0	0
OG0005691	1	1
OG0005692	0	0
OG0005693	0	0
OG0005694	0	0
OG0005695	0	0
OG0005696	0	0
OG0005697	0	0
OG0005698	0	0
OG0005699	0	0
OG0005700	0	0
OG0005701	0	0
OG0005702	0	0
OG0005703	0	0
OG0005704	0	0
OG0005705	0	0
OG0005706	0	0
OG0005707	1	1
OG0005708	0	0
OG0005709	0	0
OG0005710	0	0
OG0005711	0	0
OG0005712	1	1
OG0005713	0	0
OG0005714	1	1
OG0005715	0	0
OG0005716	1	1
OG0005717	0	0
OG0005718	0	0
OG0005719	0	0
OG0005720	0	0
OG0005721	5	4
OG0005722	0	0
OG0005723	0	0
OG0005724	0	0
OG0005725	0	0
OG0005726	0	0
OG0005727	0	0
OG0005728	0	0
OG0005729	0	0
OG0005730	0	0
OG0005731	0	0
OG0005732	0	0
OG0005733	0	0
OG0005734	0	0
OG0005735	0	0
OG0005736	0	0
OG0005737	0	0
OG0005738	1	0
OG0005739	0	0
OG0005740	0	0
OG0005741	0	0
OG0005742	0	0
OG0005743	0	0
OG0005744	1	1
OG0005745	1	1
OG0005746	0	0
OG0005747	0	0
OG0005748	0	0
OG0005749	1	1
OG0005750	0	0
OG0005751	0	0
OG0005752	1	1
OG0005753	0	0
OG0005754	0	0
OG0005755	0	0
OG0005756	1	1
OG0005757	1	1
OG0005758	1	1
OG0005759	1	1
OG0005760	1	0
OG0005761	1	1
OG0005762	1	1
OG0005763	1	1
OG0005764	3	3
OG0005765	0	0
OG0005766	1	0
OG0005767	0	0
OG0005768	0	0
OG0005769	0	0
OG0005770	0	0
OG0005771	0	0
OG0005772	0	0
OG0005773	0	0
OG0005774	1	1
OG0005775	0	0
OG0005776	1	1
OG0005777	0	0
OG0005778	0	0
OG0005779	0	0
OG0005780	1	1
OG0005781	0	0
OG0005782	0	0
OG0005783	0	0
OG0005784	0	0
OG0005785	0	0
OG0005786	0	0
OG0005787	0	0
OG0005788	1	1
OG0005789	0	0
OG0005790	0	0
OG0005791	0	0
OG0005792	1	1
OG0005793	1	1
OG0005794	1	1
OG0005795	1	1
OG0005796	1	1
OG0005797	0	0
OG0005798	1	1
OG0005799	0	0
OG0005800	0	0
OG0005801	0	0
OG0005802	0	0
OG0005803	0	0
OG0005804	0	0
OG0005805	0	0
OG0005806	0	0
OG0005807	0	0
OG0005808	0	0
OG0005809	0	0
OG0005810	0	0
OG0005811	0	0
OG0005812	0	0
OG0005813	0	0
OG0005814	0	0
OG0005815	0	0
OG0005816	0	0
OG0005817	0	0
OG0005818	0	0
OG0005819	0	0
OG0005820	2	2
OG0005821	1	1
OG0005822	0	0
OG0005823	1	0
OG0005824	0	0
OG0005825	0	0
OG0005826	0	0
OG0005827	0	0
OG0005828	0	0
OG0005829	0	0
OG0005830	0	0
OG0005831	0	0
OG0005832	0	0
OG0005833	0	0
OG0005834	0	0
OG0005835	1	1
OG0005836	0	0
OG0005837	0	0
OG0005838	13	8
OG0005839	1	1
OG0005840	0	0
OG0005841	0	0
OG0005842	1	1
OG0005843	2	2
OG0005844	0	0
OG0005845	0	0
OG0005846	0	0
OG0005847	0	0
OG0005848	0	0
OG0005849	0	0
OG0005850	0	0
